,,,"Newell County, Municipal district [Census subdivision], Alberta",,,,,,"Alberta [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,       0,,       0,,       0,,     200,,      95,,     100,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,      15,,      10,,       0,,    3930,,    2205,,    1725,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    39. Theology and religious vocations",,      10,,      10,,       0,,    8500,,    4960,,    3545,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    54. History",,       0,,      10,,       0,,    6855,,    3565,,    3285,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    55. French language and literature/letters",,       0,,       0,,       0,,    1140,,     245,,     895,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,     105,,      20,,      85,,  135545,,   42855,,   92685,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,       0,,       0,,       0,,    2025,,     425,,    1600,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,      15,,      10,,      10,,   14880,,    5360,,    9520,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,      50,,       0,,      45,,   23730,,    1770,,   21960,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,      20,,       0,,      25,,   25095,,    7395,,   17705,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,      10,,       0,,       0,,    1790,,     530,,    1255,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,      10,,       0,,       0,,   22460,,    5290,,   17170,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,      10,,      10,,       0,,   45565,,   22095,,   23465,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,     310,,      70,,     240,,  301995,,  110825,,  191170,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,       0,,       0,,       0,,     560,,     135,,     420,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,      15,,       0,,      20,,   18035,,    3130,,   14910,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,     295,,      75,,     225,,  283400,,  107560,,  175840,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,      10,,      10,,       0,,   58120,,   29655,,   28465,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,       0,,       0,,       0,,   20925,,    8620,,   12310,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,      10,,      10,,       0,,   12175,,    5740,,    6435,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,       0,,       0,,       0,,     460,,     155,,     305,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,       0,,       0,,       0,,   20785,,   13645,,    7140,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,       0,,       0,,       0,,    3775,,    1500,,    2270,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,      20,,      10,,      15,,   53975,,   33590,,   20385,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,      20,,      10,,      15,,   44735,,   29980,,   14750,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,      10,,       0,,      10,,    3400,,     440,,    2965,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,       0,,       0,,       0,,    5420,,    2915,,    2500,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,       0,,       0,,       0,,     420,,     255,,     165,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,     470,,     455,,      10,,  376875,,  335210,,   41670,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,       0,,       0,,       0,,    9335,,    5630,,    3710,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,      25,,      25,,       0,,   95005,,   75840,,   19170,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,      70,,      65,,       0,,   69300,,   58610,,   10690,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,       0,,       0,,       0,,      55,,      10,,      50,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,     115,,     115,,       0,,   80455,,   77430,,    3020,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,     145,,     140,,      10,,   81470,,   78290,,    3180,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,     110,,     105,,      10,,   41255,,   39405,,    1850,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Agriculture; natural resources and conservation",,     180,,     115,,      60,,   35820,,   21060,,   14760,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    01. Agriculture; agriculture operations and related sciences",,     160,,     110,,      50,,   21990,,   12970,,    9025,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,      15,,      10,,      10,,   13825,,    8090,,    5740,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,     285,,      40,,     250,,  217640,,   42225,,  175410,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,      25,,      10,,      15,,   15955,,    7530,,    8425,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,     260,,      30,,     230,,  196250,,   31775,,  164475,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,       0,,       0,,       0,,    5435,,    2925,,    2505,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,      85,,      40,,      50,,   76300,,   37755,,   38540,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,      45,,      10,,      40,,   44755,,   12085,,   32670,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,       0,,       0,,       0,,     190,,     170,,      20,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,       0,,       0,,       0,,     460,,     410,,      50,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,      15,,      10,,       0,,   14100,,    9595,,    4505,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,      30,,      25,,       0,,   16795,,   15490,,    1305,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,       0,,       0,,       0,,     115,,      55,,      60,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,       0,,       0,,       0,,     110,,      55,,      60,
"Location of study compared with province or territory of residence with countries outside Canada","Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 15 years and over in private households - 25% sample data",157,    5295,,    2755,,    2545,, 3206045,, 1602810,, 1603235,
"Location of study compared with province or territory of residence with countries outside Canada","  No postsecondary certificate; diploma or degree",,    3205,,    1690,,    1515,, 1436545,,  724685,,  711865,
"Location of study compared with province or territory of residence with countries outside Canada","  Postsecondary certificate; diploma or degree",158,    2090,,    1055,,    1035,, 1769505,,  878130,,  891370,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study inside Canada",,    1935,,     960,,     975,, 1424855,,  709950,,  714905,
"Location of study compared with province or territory of residence with countries outside Canada","      Same as province or territory of residence",,    1545,,     755,,     795,, 1064560,,  530135,,  534430,
"Location of study compared with province or territory of residence with countries outside Canada","      Different than province or territory of residence",,     390,,     205,,     180,,  360290,,  179815,,  180475,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study outside Canada",159,     155,,     100,,      60,,  344645,,  168180,,  176465,
"Location of study compared with province or territory of residence with countries outside Canada","      United States",160,      55,,      35,,      20,,   45690,,   25545,,   20145,
"Location of study compared with province or territory of residence with countries outside Canada","      Philippines",,      10,,       0,,      10,,   68760,,   26480,,   42280,
"Location of study compared with province or territory of residence with countries outside Canada","      India",,       0,,       0,,       0,,   41560,,   21025,,   20535,
"Location of study compared with province or territory of residence with countries outside Canada","      United Kingdom",161,      15,,      15,,       0,,   28630,,   16255,,   12370,
"Location of study compared with province or territory of residence with countries outside Canada","      China",162,       0,,       0,,       0,,   18850,,    8805,,   10050,
"Location of study compared with province or territory of residence with countries outside Canada","      France",,       0,,       0,,       0,,    2150,,    1275,,     875,
"Location of study compared with province or territory of residence with countries outside Canada","      Other",,      70,,      45,,      25,,  139010,,   68800,,   70210,
"Location of study compared with province or territory of residence with countries outside Canada","Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 25 to 64 years in private households - 25% sample data",157,    3605,,    1815,,    1785,, 2257820,, 1131030,, 1126795,
"Location of study compared with province or territory of residence with countries outside Canada","  No postsecondary certificate; diploma or degree",,    1945,,    1000,,     945,,  814190,,  419375,,  394820,
"Location of study compared with province or territory of residence with countries outside Canada","  Postsecondary certificate; diploma or degree",158,    1660,,     815,,     845,, 1443630,,  711655,,  731980,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study inside Canada",,    1525,,     735,,     790,, 1150780,,  572180,,  578595,
"Location of study compared with province or territory of residence with countries outside Canada","      Same as province or territory of residence",,    1200,,     565,,     635,,  857370,,  426365,,  431010,
"Location of study compared with province or territory of residence with countries outside Canada","      Different than province or territory of residence",,     325,,     175,,     160,,  293410,,  145820,,  147590,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study outside Canada",159,     135,,      80,,      50,,  292850,,  139470,,  153380,
"Location of study compared with province or territory of residence with countries outside Canada","      United States",160,      50,,      30,,      20,,   34655,,   18640,,   16015,
"Location of study compared with province or territory of residence with countries outside Canada","      Philippines",,      15,,       0,,      15,,   64000,,   24435,,   39565,
"Location of study compared with province or territory of residence with countries outside Canada","      India",,       0,,       0,,       0,,   37240,,   18505,,   18740,
"Location of study compared with province or territory of residence with countries outside Canada","      United Kingdom",161,      10,,      10,,       0,,   20065,,   11390,,    8675,
"Location of study compared with province or territory of residence with countries outside Canada","      China",162,       0,,       0,,       0,,   16600,,    7630,,    8965,
"Location of study compared with province or territory of residence with countries outside Canada","      France",,       0,,       0,,       0,,    1870,,    1105,,     765,
"Location of study compared with province or territory of residence with countries outside Canada","      Other",,      55,,      35,,      20,,  118425,,   57770,,   60655,
"Labour force status","Total - Population aged 15 years and over by Labour force status - 25% sample data",163,    5295,,    2750,,    2545,, 3206050,, 1602810,, 1603235,
"Labour force status","  In the labour force",,    3800,,    2155,,    1645,, 2302945,, 1238280,, 1064655,
"Labour force status","    Employed",,    3530,,    1970,,    1560,, 2096105,, 1114360,,  981745,
"Labour force status","    Unemployed",,     270,,     185,,      85,,  206835,,  123925,,   82910,
"Labour force status","  Not in the labour force",,    1495,,     590,,     905,,  903105,,  364525,,  538580,
"Labour force status","Participation rate",, 71.8,, 78.4,, 64.6,, 71.8,, 77.3,, 66.4,
"Labour force status","Employment rate",, 66.7,, 71.6,, 61.3,, 65.4,, 69.5,, 61.2,
"Labour force status","Unemployment rate",,  7.1,,  8.6,,  5.2,,  9.0,, 10.0,,  7.8,
"Work activity during the reference year","Total population aged 15 years and over by work activity during the reference year - 25% sample data",164,    5300,,    2750,,    2550,, 3206050,, 1602810,, 1603235,
"Work activity during the reference year","  Did not work",165,    1125,,     430,,     695,,  806150,,  318845,,  487310,
"Work activity during the reference year","  Worked",,    4175,,    2320,,    1855,, 2399895,, 1283965,, 1115930,
"Work activity during the reference year","    Worked full year; full time",166,    2005,,    1270,,     730,, 1193860,,  698530,,  495330,
"Work activity during the reference year","    Worked part year and/or part time",167,    2170,,    1045,,    1125,, 1206035,,  585430,,  620595,
"Work activity during the reference year","Average weeks worked in reference year",, 42.0,, 42.6,, 41.2,, 42.5,, 43.1,, 41.7,
"Class of worker","Total labour force aged 15 years and over by class of worker - 25% sample data",168,    3805,,    2155,,    1645,, 2302940,, 1238285,, 1064660,
"Class of worker","  Class of worker - not applicable",169,      30,,      25,,      10,,   40005,,   18650,,   21360,
"Class of worker","  All classes of workers",170,    3770,,    2135,,    1635,, 2262935,, 1219635,, 1043300,
"Class of worker","    Employee",,    2575,,    1365,,    1210,, 1984225,, 1042630,,  941595,
"Class of worker","    Self-employed",171,    1190,,     765,,     430,,  278710,,  177010,,  101705,
"Occupation - National Occupational Classification (NOC) 2016","Total labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data",172,    3800,,    2155,,    1640,, 2302940,, 1238280,, 1064660,
"Occupation - National Occupational Classification (NOC) 2016","  Occupation - not applicable",169,      30,,      20,,      10,,   40010,,   18645,,   21360,
"Occupation - National Occupational Classification (NOC) 2016","  All occupations",170,    3770,,    2130,,    1635,, 2262935,, 1219635,, 1043300,
"Occupation - National Occupational Classification (NOC) 2016","    0 Management occupations",,     805,,     590,,     210,,  261505,,  167260,,   94245,
"Occupation - National Occupational Classification (NOC) 2016","    1 Business; finance and administration occupations",,     465,,      80,,     390,,  353965,,   95685,,  258280,
"Occupation - National Occupational Classification (NOC) 2016","    2 Natural and applied sciences and related occupations",,     105,,      65,,      45,,  175025,,  136240,,   38795,
"Occupation - National Occupational Classification (NOC) 2016","    3 Health occupations",,     155,,      10,,     140,,  150415,,   28130,,  122290,
"Occupation - National Occupational Classification (NOC) 2016","    4 Occupations in education; law and social; community and government services",,     305,,      40,,     260,,  228325,,   74105,,  154220,
"Occupation - National Occupational Classification (NOC) 2016","    5 Occupations in art; culture; recreation and sport",,      50,,       0,,      40,,   50170,,   19960,,   30210,
"Occupation - National Occupational Classification (NOC) 2016","    6 Sales and service occupations",,     505,,     150,,     355,,  491495,,  204245,,  287255,
"Occupation - National Occupational Classification (NOC) 2016","    7 Trades; transport and equipment operators and related occupations",,     645,,     615,,      35,,  406495,,  376375,,   30120,
"Occupation - National Occupational Classification (NOC) 2016","    8 Natural resources; agriculture and related production occupations",,     585,,     450,,     135,,   72465,,   59465,,   13000,
"Occupation - National Occupational Classification (NOC) 2016","    9 Occupations in manufacturing and utilities",,     140,,     125,,      15,,   73070,,   58170,,   14895,
"Industry - North American Industry Classification System (NAICS) 2012","Total labour force population aged 15 years and over by Industry - North American Industry Classification System (NAICS) 2012 - 25% sample data",173,    3800,,    2160,,    1645,, 2302940,, 1238280,, 1064660,
"Industry - North American Industry Classification System (NAICS) 2012","  Industry - NAICS2012 - not applicable",169,      35,,      20,,      10,,   40005,,   18650,,   21360,
"Industry - North American Industry Classification System (NAICS) 2012","  All industry categories",170,    3770,,    2135,,    1635,, 2262935,, 1219630,, 1043305,
"Industry - North American Industry Classification System (NAICS) 2012","    11 Agriculture; forestry; fishing and hunting",,    1050,,     745,,     300,,   64035,,   43045,,   20990,
"Industry - North American Industry Classification System (NAICS) 2012","    21 Mining; quarrying; and oil and gas extraction",,     420,,     325,,     100,,  142490,,  109105,,   33390,
"Industry - North American Industry Classification System (NAICS) 2012","    22 Utilities",,      50,,      35,,      15,,   21940,,   15345,,    6595,
"Industry - North American Industry Classification System (NAICS) 2012","    23 Construction",,     275,,     250,,      25,,  236370,,  201640,,   34730,
"Industry - North American Industry Classification System (NAICS) 2012","    31-33 Manufacturing",,     160,,     125,,      40,,  127535,,   96045,,   31490,
"Industry - North American Industry Classification System (NAICS) 2012","    41 Wholesale trade",,      80,,      60,,      20,,   80610,,   56840,,   23775,
"Industry - North American Industry Classification System (NAICS) 2012","    44-45 Retail trade",,     280,,     115,,     165,,  249880,,  115065,,  134810,
"Industry - North American Industry Classification System (NAICS) 2012","    48-49 Transportation and warehousing",,     170,,     120,,      55,,  115295,,   83675,,   31620,
"Industry - North American Industry Classification System (NAICS) 2012","    51 Information and cultural industries",,      25,,      10,,      20,,   33045,,   18625,,   14420,
"Industry - North American Industry Classification System (NAICS) 2012","    52 Finance and insurance",,      50,,      20,,      25,,   69225,,   25230,,   43995,
"Industry - North American Industry Classification System (NAICS) 2012","    53 Real estate and rental and leasing",,      60,,      25,,      35,,   41520,,   23075,,   18450,
"Industry - North American Industry Classification System (NAICS) 2012","    54 Professional; scientific and technical services",,     135,,      55,,      75,,  167800,,   94565,,   73240,
"Industry - North American Industry Classification System (NAICS) 2012","    55 Management of companies and enterprises",,       0,,       0,,       0,,    5560,,    2760,,    2795,
"Industry - North American Industry Classification System (NAICS) 2012","    56 Administrative and support; waste management and remediation services",,      70,,      40,,      35,,   87350,,   49595,,   37760,
"Industry - North American Industry Classification System (NAICS) 2012","    61 Educational services",,     250,,      30,,     225,,  147270,,   44160,,  103110,
"Industry - North American Industry Classification System (NAICS) 2012","    62 Health care and social assistance",,     235,,      25,,     205,,  245875,,   41235,,  204645,
"Industry - North American Industry Classification System (NAICS) 2012","    71 Arts; entertainment and recreation",,      60,,      25,,      40,,   44880,,   21550,,   23335,
"Industry - North American Industry Classification System (NAICS) 2012","    72 Accommodation and food services",,     115,,      15,,     100,,  153790,,   62220,,   91570,
"Industry - North American Industry Classification System (NAICS) 2012","    81 Other services (except public administration)",,     170,,      90,,      85,,  105865,,   50455,,   55405,
"Industry - North American Industry Classification System (NAICS) 2012","    91 Public administration",,      90,,      25,,      65,,  122595,,   65420,,   57175,
"Place of work status","Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data",174,    3530,,    1970,,    1560,, 2096110,, 1114360,,  981745,
"Place of work status","  Worked at home",,    1015,,     575,,     440,,  162465,,   77935,,   84530,
"Place of work status","  Worked outside Canada",,      10,,       0,,       0,,    6270,,    4715,,    1555,
"Place of work status","  No fixed workplace address",,     600,,     490,,     110,,  307065,,  236995,,   70070,
"Place of work status","  Worked at usual place",,    1910,,     905,,    1005,, 1620310,,  794720,,  825595,
"Commuting destination","Total - Commuting destination for the employed labour force aged 15 years and over in private households with a usual place of work - 25% sample data",,    1910,,     905,,    1005,, 1620310,,  794720,,  825595,
"Commuting destination","  Commute within census subdivision (CSD) of residence",,     430,,     255,,     175,, 1186170,,  554850,,  631330,
"Commuting destination","  Commute to a different census subdivision (CSD) within census division (CD) of residence",,    1355,,     565,,     795,,  358010,,  190730,,  167280,
"Commuting destination","  Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence",,     120,,      80,,      40,,   64360,,   41925,,   22435,
"Commuting destination","  Commute to a different province or territory",,       0,,       0,,       0,,   11770,,    7210,,    4560,
"Main mode of commuting","Total - Main mode of commuting for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data",175,    2510,,    1395,,    1110,, 1927375,, 1031710,,  895665,
"Main mode of commuting","  Car; truck; van - as a driver",,    2270,,    1270,,     995,, 1497440,,  832890,,  664545,
"Main mode of commuting","  Car; truck; van - as a passenger",,     145,,      75,,      70,,   99635,,   40215,,   59420,
"Main mode of commuting","  Public transit",,       0,,       0,,       0,,  194560,,   88325,,  106235,
"Main mode of commuting","  Walked",,      60,,      20,,      35,,   85805,,   38030,,   47775,
"Main mode of commuting","  Bicycle",,      25,,      15,,      10,,   21925,,   14685,,    7240,
"Main mode of commuting","  Other method",,      15,,      15,,       0,,   28015,,   17560,,   10455,
"Commuting duration","Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data",176,    2510,,    1400,,    1115,, 1927375,, 1031710,,  895665,
"Commuting duration","  Less than 15 minutes",,     965,,     505,,     455,,  519085,,  237105,,  281980,
"Commuting duration","  15 to 29 minutes",,     975,,     470,,     500,,  706940,,  377165,,  329780,
"Commuting duration","  30 to 44 minutes",,     330,,     210,,     120,,  422070,,  243905,,  178165,
"Commuting duration","  45 to 59 minutes",,      85,,      70,,      20,,  148620,,   86485,,   62135,
"Commuting duration","  60 minutes and over",,     155,,     140,,      20,,  130665,,   87060,,   43605,
"Time leaving for work","Total - Time leaving for work for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data",177,    2510,,    1400,,    1110,, 1927375,, 1031710,,  895665,
"Time leaving for work","  Between 5 a.m. and 5:59 a.m.",,     220,,     180,,      35,,  145660,,  107460,,   38200,
"Time leaving for work","  Between 6 a.m. and 6:59 a.m.",,     440,,     350,,      95,,  395425,,  254225,,  141200,
"Time leaving for work","  Between 7 a.m. and 7:59 a.m.",,     935,,     550,,     390,,  567530,,  297825,,  269705,
"Time leaving for work","  Between 8 a.m. and 8:59 a.m.",,     525,,     190,,     340,,  347270,,  147425,,  199845,
"Time leaving for work","  Between 9 a.m. and 11:59 a.m.",,     190,,      30,,     160,,  188660,,   77175,,  111490,
"Time leaving for work","  Between 12 p.m. and 4:59 a.m.",,     200,,     110,,      95,,  282820,,  147600,,  135225,
"Language used most often at work","Total - Language used most often at work for the population in private households aged 15 years and over who worked since January 1; 2015 - 25% sample data",178,    4235,,    2340,,    1895,, 2467410,, 1314320,, 1153090,
"Language used most often at work","  Single responses",,    4225,,    2335,,    1885,, 2446600,, 1304240,, 1142360,
"Language used most often at work","    Official languages",,    4180,,    2305,,    1870,, 2425545,, 1292940,, 1132610,
"Language used most often at work","      English",,    4180,,    2305,,    1870,, 2418990,, 1290870,, 1128120,
"Language used most often at work","      French",,       0,,       0,,       0,,    6560,,    2070,,    4490,
"Language used most often at work","    Non-official languages",,      45,,      25,,      20,,   21055,,   11305,,    9750,
"Language used most often at work","      Aboriginal languages",,       0,,       0,,       0,,    1000,,     550,,     450,
"Language used most often at work","        Algonquian languages",,       0,,       0,,       0,,     670,,     355,,     315,
"Language used most often at work","          Blackfoot",,       0,,       0,,       0,,      75,,      50,,      30,
"Language used most often at work","          Cree-Montagnais languages",,       0,,       0,,       0,,     565,,     295,,     270,
"Language used most often at work","            Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Montagnais (Innu)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Moose Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Naskapi",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Northern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Plains Cree",,       0,,       0,,       0,,      10,,      10,,       0,
"Language used most often at work","            Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Swampy Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Woods Cree",,       0,,       0,,       0,,      30,,      10,,      20,
"Language used most often at work","            Cree; n.o.s.",,       0,,       0,,       0,,     535,,     280,,     255,
"Language used most often at work","          Eastern Algonquian languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Malecite",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Mi'kmaq",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Ojibway-Potawatomi languages",,       0,,       0,,       0,,      20,,      15,,      10,
"Language used most often at work","            Algonquin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Ojibway",,       0,,       0,,       0,,      25,,      15,,      10,
"Language used most often at work","            Oji-Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Ottawa (Odawa)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Athabaskan languages",,       0,,       0,,       0,,      75,,      45,,      30,
"Language used most often at work","          Northern Athabaskan languages",,       0,,       0,,       0,,      75,,      40,,      35,
"Language used most often at work","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Carrier",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Chilcotin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Dene",,       0,,       0,,       0,,      60,,      35,,      25,
"Language used most often at work","            Dogrib (Tlicho)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Gwich'in",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Sarsi (Sarcee)",,       0,,       0,,       0,,       0,,      10,,       0,
"Language used most often at work","            Sekani",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Slavey-Hare languages",,       0,,       0,,       0,,      15,,      10,,      10,
"Language used most often at work","              North Slavey (Hare)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              South Slavey",,       0,,       0,,       0,,      10,,      10,,      10,
"Language used most often at work","              Slavey; n.o.s.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Tahltan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Kaska (Nahani)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Tahltan",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Tutchone languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Northern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Southern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Athabaskan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Haida",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Inuit languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Inuinnaqtun (Inuvialuktun)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Inuktitut",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Inuit languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Iroquoian languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Cayuga",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Mohawk",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Oneida",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Iroquoian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Kutenai",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Michif",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Salish languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Comox",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Halkomelem",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Lillooet",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Okanagan",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Shuswap (Secwepemctsin)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Squamish",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Straits",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Thompson (Ntlakapamux)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Salish languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Siouan languages",,       0,,       0,,       0,,     255,,     155,,     105,
"Language used most often at work","          Dakota",,       0,,       0,,       0,,      15,,      10,,      10,
"Language used most often at work","          Stoney",,       0,,       0,,       0,,     240,,     140,,      95,
